invoice_number,date,cuin,vendor_name,vendor_address,vendor_contact,po_number,delivery_note_challan_number,sub_total,total_amount,currency,total_tax_amount,goods_services_details,tax_details,tax_id,vat_pin,source_file
BP2/SL0069235/2024,2024-10-23,OOTOIBaS200N00704a8,Blowplast LIMITED,"PO BOX: 19029-00500, Phy Address: Kutch Road, Off Mombasa Road, Kuich Road., Miolonge town, Machakes, Kenya.","Tel - 202107197
Fax ; 284-020-585368
Email : admin@blowplastkenya.com",24004693,BPAIDNOTIO07187\2024,579150.0,671814.0,KES,92664.0,"[{'description': 'S07SSS/E-HlG SPOUT BASE IND. SKY BLUE CAP WITH ~~ oe eel ASSEMBLE- MEASURING JAR TOP CAP LIGHT SKY', 'quantity': 11880, 'unit_price': 8.29}, {'description': '', 'quantity': 11880, 'unit_price': 40.46}]","[{'tax_type': 'VAT OUTPUT', 'rate': '16%', 'amount': 92664.0}]",POS1108549,0103 158A,BLOW 6935.pdf
SU006S48/2024,2024-10-24,GO10193320000070558,PWANl Oil Products Lid( Dr,"P.O, BOX 81927, MOMBASA-MALINDI ROAD, KILIFI TOVYN, KILIFI-000, Kenya.","+254-41-2496554) 2484766
Office Cells +254 734 495563
i +254 722 207826",24004593,BPAONOTOT200K0004,345748.0,366267.68,KES,50519.68,"[{'description': 'R-BLU  20LTR BUNG CAP BLUE WITH RING.', 'quantity': 1844, 'unit_price': 0}, {'description': '61207312-PLAIN', 'quantity': 1844, 'unit_price': 0}]","[{'tax_type': 'VAT OUTPUT', 'rate': '16%', 'amount': 50519.68}]",01031568,PO&1Og2Ta5B,BLOW 6948.pdf
BP2ISVOCESSTIZ024,2024-10-26,0010193320000070767,BLOWPLAST LIMITED,"PO BOX : 19029-00500, Phy Address: Kutch Road, Of Mombasa
Road, Kutch Road., Miolonge town, Machakos, Kenya.","Tel » 202107 197
Fax  : 264.020-855368
Email : admin@blowplastkenya.com",24004593,BP2ADNOM07243\2024,488958.0,219191.28,KES,30233.28,"[{'description': '20LTR BUNG CAP BLUE WITH RING. gd 00 Pe', 'quantity': 8, 'unit_price': 8.0}, {'description': '27 LTR ROUND B00GMS L.WPLAIN J/CAN', 'quantity': 924, 'unit_price': 196.8}]","[{'tax_type': 'VAT OUTPUT', 'rate': '16%', 'amount': 30233.28}]",01031564,PaSt108s4eD,BLOW 6987.pdf
BPIISHON7TOORI2004,2024-10-25,KRAWWVO01202203019332,BLOW OLAST LIMITED,"PO BOX : 19029-00500, Phy Address: Kutch Road, Off Mombasa lvaice Ne _ BPIISHON7TOORI2004
Read, Kutch Road., Miclonge town, Machalees, Kenya.",Email: admin@blowplastkenya.cort,24004593,BP2IDNOTIOO728 7.2024,904286.0,352983.36,KES,43087.36,"[{'description': '20LTRBUNGCAPBLUEWITHRING.', 'quantity': 1488, 'unit_price': 0}, {'description': 'BO0GMS', 'quantity': 1486, 'unit_price': 196.5}]","[{'tax_type': 'VAT OUTPUT', 'rate': '16%', 'amount': 43087.36}]",1031564,POSTOG21@58,BLOW 7008.pdf
084643,2024-01-40,KRAMWO19292298192574,Coast Industrial & Safety Supplies Ltd,"P.O. BOX 80830, MOMBASA 80100 - KENYA
TEL: +254 (0)41 2496076/7
CDMA: + 254 (0)20 2040322, 2040323","+254 (0)41 2496076/7, + 254 (0)20 2040322, 2040323, + 254 771 429576, sales@cissl.co.ke",24004482,98284,1600.0,1856.0,KES,256.0,"[{'description': 'BOLT (SEAL) CUTTER SIZE 36', 'quantity': 1, 'unit_price': 1600.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 256.0}]",0132903 N,P051155275D,COAST INDUSTRIAL 084643.pdf
084648,2024-10-03,KRAMN0192522598192579,Coast Industrial & Safety Supplies Ltd,"P.O. BOX 80830, MOMBASA 80100 - KENYA","+254 (0)41 2496076/7, CELL: +254 (0)724 695 292, (0)735 992999, EMAIL: sales@cissl.co.ke",24004491,98282,63410.0,79355.6,KES,,"[{'description': 'HACK SAW FRAME', 'quantity': 1, 'unit_price': 1600.0}, {'description': 'LONG NOSE CHISEL BULL POINT AND COLD (CROSS CUT CHISEL 125MM GERMANY)', 'quantity': 1, 'unit_price': 460.0}, {'description': 'PIPE WRENCH 12” (ECLIPSE)', 'quantity': 1, 'unit_price': 1650.0}, {'description': 'SCREW DRIVER FLAT 8"" (HARDEN)', 'quantity': 1, 'unit_price': 200.0}, {'description': 'STANDARD ALLEN KEY 12MM', 'quantity': 1, 'unit_price': 500.0}, {'description': 'COMBINED SPANNERS 6-32 HEYCO', 'quantity': 1, 'unit_price': 31500.0}, {'description': 'DOUBLE OPEN FIXED SPANNER 6-32 KENNEDY', 'quantity': 1, 'unit_price': 10150.0}, {'description': 'DOUBLE RING SPANNER 6-32 KENNEDY', 'quantity': 1, 'unit_price': 18400.0}, {'description': 'LONG NOSE CIRCLIP PLIERS INTERNAL BEND 7"" (HARDEN)', 'quantity': 1, 'unit_price': 750.0}, {'description': 'LONG NOSE CIRCLIP PLIERS INTERNAL STRAIGHT 7"" (KENNEDY)', 'quantity': 1, 'unit_price': 750.0}, {'description': 'LONG NOSE CIRCLIP PLIERS EXTERNAL STRAIGHT 7"" (KENNEDY)', 'quantity': 1, 'unit_price': 750.0}, {'description': 'LONG NOSE CIRCLIP PLIERS EXTERNAL BEND 7"" (KENNEDY)', 'quantity': 1, 'unit_price': 750.0}, {'description': '9PC LONG ALLEN KEYS IMPERIAL 1/6-3/8', 'quantity': 1, 'unit_price': 950.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': None}]",0132903 N,P051155275D,COAST INDUSTRIAL 084648.pdf
084655,2024-07-10,KRAMN019292298192579,Coast Industrial & Safety Supplies Ltd,"P.O. BOX 80830, MOMBASA 80100 - KENYA","+254 (0)41 2496076/7, CELL: +254 (0)724 695 292, (0)735 992999, EMAIL: sales@cissl.co.ke",24004668,98303,43500.0,15660.0,KES,2160.0,"[{'description': 'M12 GI KEPS NUT', 'quantity': 270, 'unit_price': 50.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 2160.0}]",0132903 N,P051155275D,COAST INDUSTRIAL 084655.pdf
134440,2024-08-06,KRAMWO19202208097777,Frigitec Supplies Ltd,"Gedion Rhimba Road, Mombasa
P.O. BOX 2380 - 80100 MOMBASA, KENYA","TEL: 254. - 41- 2228625 / 2311562 / 2227402
CELL: +254 - 721 786 440 / +254733 786 440
Email: sales@frigitec.net",24003596,,17241.38,20000.0,KES,2758.0,"[{'description': 'FPRIGIGAS R22 PB', 'quantity': None, 'unit_price': None}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 2758.0}]",0022503C,P051096565L,FRIGITEC INV134410.pdf
134506,2024-08-10,0190977770000011202,S U P P Li E gS LT D,"Gedion Rhimba Road, Mombasa
P.O. BOX 2380 - 80100 MOMBASA, KENYA","TEL: 254 - 41- 2228625 / 2311562 / 2227402
CELL: +254 - 721 786 440 / +254733 786 440
Email: sales@frigitec.net",24003670,GRN# : 424001765,179000.0,207640.0,KES,28640.0,"[{'description': 'LASER STAINLESS STEEL ELECTRODES L316 - 2.50mi', 'quantity': 60, 'unit_price': 0}, {'description': 'LASER MILD STEEL ELECTRODES Ladi ~ 250mm', 'quantity': 100, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 28640.0}]",0022503C,P051096565L,FRIGITEC INV134506.pdf
134513,2024-08-12,KRAMWO19202208097777,Frigitec Supplies Ltd,"Gedion Rhimba Road, Mombasa
i P.O. BOX 2380 - 80100 MOMBASA, KENYA","TEL: 254 - 41- 2228625 / 2311562 / 2227402 / 2227402
CELL: +254 - 721 786 440 / +254733 786 440
Email: sales@frigitec.net",24003803,GRN# : 424001815,20300.0,20300.0,KES,2800.0,"[{'description': 'STAINLESS STEEL CORRUGATED HOSE 1/2"" Song z ~ 48,000.00 O.IMTRS C/W FITTINGS .', 'quantity': None, 'unit_price': None}, {'description': 'VALVE REPAIR Clavel ( See) : : 2,800.00', 'quantity': None, 'unit_price': None}, {'description': 'fittings eat: Each', 'quantity': 3, 'unit_price': 0.0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 2800.0}]",0022503C,P051096565L,FRIGITEC INV134513.pdf
134629,2024-08-19,0190977770000011328,Frigitec Supplies Ltd,"Gedion Rhimba Road, Mombasa
P.O. BOX 2380 - 80100 MOMBASA, KENYA","TEL: 254 - 41- 2228625 / 2311562 / 2227402
CELL: +254 - 721 786 440 / +254733 786 440
Email: sales@frigitec.net",24003826,GRN# : 424001836,35000.0,40600.0,KES,5600.0,"[{'description': 'MS Welding Electrodes 3.2 mm', 'quantity': 100, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 5600.0}]",0022503C,P051096565L,FRIGITEC INV134629.pdf
0190977770000011426,2024-08-23,KRAMWO19202208097777,Frigitec Supplies Ltd,"Gedion Rhimba Road, Mombasa
P.O. BOX 2380 - 80100 MOMBASA, KENYA","TEL: 254 - 41- 2228625 / 2311562 / 2227402
CELL: +254 - 721 786 440 / +254733 786 440
Email: sales@frigitec.net",24003905,GRN# : 424001901,25000.0,29600.0,KES,4000.0,"[{'description': 'CRANKCASE HEATER 34321904', 'quantity': 5, 'unit_price': 25800.0}, {'description': 'Crankcase heater T+H 123036 HLPR 10.11 200 to 260 V, dia =11 mm, length _N Expense Item =161mm Each', 'quantity': 1, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 4000.0}]",0022503C,P051096565L,FRIGITEC INV134727.pdf
24004829,2024-10-16,P051092185B,INDUSTRIAL SUPPLIERS LTD.,"AGA KHAN
ROAD
NEAR BLOOD CENTRE
P. O. Box 97044 - 80112, MOMBASA","Tel : 041 2314147, 041 2223422
: 041 2314518, 041 2315013
Mobile : 0723 338476, 0735 338478
: 0794 895749/50, 0731 768851
E-mail . : info@jalaramkenya.com",24004829,,10200.0,11832.0,KES,1632.0,"[{'description': 'Black Gasket Maker', 'quantity': 60, 'unit_price': 170.0}]","[{'tax_type': 'Vat', 'rate': None, 'amount': 1632.0}]",27266,P 051107439 Y,JALARAM 126757.pdf
126772,2024-10-16,P051092185B,JALARAM INDUSTRIAL SUPPLIERS LTD.,"AGA KHAN ROAD
NEAR BLOOD CENTRE
P. 0. Box 97044 - 80112, MOMBASA","Tel : 041 2314147, 041 2223422
: 041 2314518, 041 2315013
Mobile : 0723 338478, 0735 338478
: 0794 895749/50, 0731 768851
E-mail : info@jalaramkenya.com",24004735,,63050.0,73138.0,KES,10088.0,"[{'description': ""Hdpe Elbow 2'"", 'quantity': 15, 'unit_price': 900.0}, {'description': 'Hdpe Elbow 4""', 'quantity': 12, 'unit_price': 3000.0}, {'description': 'Hdpe Reducer 4"" x 3""', 'quantity': 1, 'unit_price': 5150.0}, {'description': 'Hdpe Female Valve Socket 2""', 'quantity': 4, 'unit_price': 600.0}, {'description': 'Hdpe Male Valve Socket 2""', 'quantity': 10, 'unit_price': 600.0}]","[{'tax_type': 'Output Vat', 'rate': None, 'amount': 10088.0}]",27266,P 051107439 Y,JALARAM 126772.pdf
126861,2024-10-18,P051092185B,Jalaram Industrial Supplies Ltd,"AGA KHAN ROAD
NEAR BLOOD CENTRE
P.O. Box 97044 - 80112, MOMBASA","Tel : 041 2314147, 041 2223422, 041 2314518, 041 2315013
Mobile : 0723 338478, 0735 338478, 0794 895749/50, 0731 768851
E-mail : info@jalaramkenya.com",24004735,,37900.0,43964.0,KES,6064.0,"[{'description': 'Hdpe Elbow 4""', 'quantity': 8, 'unit_price': 3000.0}, {'description': 'Hdpe Reducer 4"" x 3""', 'quantity': 2, 'unit_price': 5150.0}, {'description': 'Hdpe Female Valve Socket 2""', 'quantity': 6, 'unit_price': 600.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 6064.0}]",27266,P 051107439 Y,JALARAM 126861.pdf
126883,2024-10-19,,Jalaram Industrial Supplies Ltd,"AGA KHAN ROAD
NEAR BLOOD CENTRE
P. O. Box 97044 - 80112, MOMBASA","Tel : 041 2314147, 041 2223422
: 041 2314518, 041 2315013
Mobile : 0723 338478, 0735 338478
: 0794 895749/50, 0731 768851
E-mail : info@jalaramkenya.com",24004968,,650.0,754.0,KES,104.0,"[{'description': 'Simplex Connecting Link Aps', 'quantity': 5, 'unit_price': 130.0}]","[{'tax_type': 'Output Vat', 'rate': None, 'amount': 104.0}]",27266,P 051107439 Y,JALARAM 126883.pdf
126994,2024-10-23,P051092185B,Jalaram Industrial Supplies Ltd,"AGA KHAN ROAD
P. O. Box 97044 - 80112, MOMBASA","Tel : 041 2314147, 041 2223422, 041 2314518, 041 2315013
Mobile : 0723 338478, 0735 338478
E-mail : info@jalaramkenya.com",24004935,"P-0. Box 27086-80112, MOMBASA",65700.0,76212.0,KES,10512.0,"[{'description': 'Double TT Spray', 'quantity': 48, 'unit_price': 450.0}, {'description': 'Webbing Tape 2""', 'quantity': 15, 'unit_price': 2800.0}, {'description': 'Bolt/Nut 14 x 40mm', 'quantity': 60, 'unit_price': 35.0}]","[{'tax_type': 'Output Vat', 'rate': None, 'amount': 10512.0}]",27266,P 051107439 Y,JALARAM 126994.pdf
120667,2024-04-29,9110161960000005756,KOBIAN KENYA LIMITED,"KOBIAN HOUSE,MOMBASA ROAD
P.O. BOX 46617- NAIROBI 00100 GPO","Office Line:0202161265/6
Cell Phone: 0723888006 0786888006
sales@kobianscientific.com",24001844,120667,31000.0,35960.0,KES,4960.0,"[{'description': 'Petroleum Spirit ACS Reagent,40-60°C,90+%-2.5L', 'quantity': 2, 'unit_price': 3450.0}, {'description': 'Acetic Acid Glacial Extra Pure,99.5%-2.5L', 'quantity': 2, 'unit_price': 2100.0}, {'description': '2,2,4-Trimethylpentane(Isooctane),99.5+%(GC)-2.5L', 'quantity': 2, 'unit_price': 6000.0}, {'description': 'Acetone Puriss.p.a.,ACS Reagent,99.5+%(GC)-2.5L', 'quantity': 2, 'unit_price': 2400.0}, {'description': 'Hydrochloric Acid Extra Pure,35%-2.5L', 'quantity': 1, 'unit_price': 1300.0}, {'description': 'Sulphuric Acid Extra Pure,98%-2.5L', 'quantity': 1, 'unit_price': 1800.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 4960.0}]",P051092185B,P0006118530,KOBIAN 120667.pdf
121333,2024-07-15,9110161960000006422,KOBIAN KENYA LIMITED,"KOBIAN HOUSE,MOMBASA ROAD
P.O. BOX 46617- NAIROBI 00100 GPO","Office Line:0202161265/6
Cell Phone: 0723888006 0786888006
sales@kobianscientific.com",24003149,121333,18000.0,20880.0,KES,2880.0,"[{'description': 'Buffer Sol pH 4.0(20°C),Red Colored-1L', 'quantity': 2, 'unit_price': 3000.0}, {'description': 'Buffer Sol pH 7.0(20°C),Green Colored-1L', 'quantity': 2, 'unit_price': 3000.0}, {'description': 'Buffer Sol pH 10.0(20°C), Violet Colored-1L', 'quantity': 2, 'unit_price': 3000.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 2880.0}]",P051092185B,P0006118530,KOBIAN 121333.pdf
122061,2024-10-01,9110161960000007154,KOBIAN KENYA LIMITED,"KOBIAN HOUSE ,MOMBASA ROAD
P.O. BOX 46617- NAIROBI 00100 GPO","Office Line:0202161265/6
Cell Phone: 0723888006 0786888006
sales@kobianscientific.com",24004326,122061,26700.0,30972.0,KES,4272.0,"[{'description': 'Conical flask Graduated 29/32,250ml - 1pcs', 'quantity': 3, 'unit_price': 3150}, {'description': 'Quickfit Glass Stopper Ends Closed 29/32-1pcs', 'quantity': 3, 'unit_price': 1150}, {'description': 'Conical flask Graduated 29/32,500ml - 1pcs', 'quantity': 3, 'unit_price': 3450}, {'description': 'Quickfit Glass Stopper Ends Closed 29/32-1pcs', 'quantity': 3, 'unit_price': 1150}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 4272}]",P0006118530,P0006118530,KOBIAN 122061.pdf
122075,2024-10-03,9110161960000007168,KOBIAN KENYA LIMITED,"KOBIAN HOUSE,MOMBASA ROAD
P.O. BOX 46617- NAIROBI 00100 GPO","Office Line:0202161265/6
Cell Phone: 0723888006 0786888006
sales@kobianscientific.com",24004618,122075,174000.0,201840.0,KES,27840.0,"[{'description': 'Lovibond Glass Cuvette W600/B/5 1/4""-1pcs', 'quantity': 2, 'unit_price': 39000.0}, {'description': 'Halogen Lamp 230V-1pes', 'quantity': 2, 'unit_price': 48000.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 12480.0}, {'tax_type': 'VAT', 'rate': '16%', 'amount': 15360.0}]",P0006118530,P051092185B,KOBIAN 122075.pdf
122076,2024-10-03,914 10161960000007169,KOBIAN KENYA LIMITED,"KOBIAN HOUSE,MOMBASA ROAD
P.O. BOX 46617- NAIROBI 00100 GPO","Office Line0202161265/6
Cell Phone: 0723888006 0786888006
sales@kobianscientific.com",24004642,122076,3500.0,4060.0,KES,560.0,"[{'description': 'Dropping Bottle with Pipette, 100mI-1pcs', 'quantity': 2, 'unit_price': 1750.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 560.0}]",P0006118530,P051092185B,KOBIAN 122076.pdf
36679,2024-10-16,KRAMW011202201016630,SHREEJI CHEMICALS LTD.,"Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. O. Box 18291-00500, Nairobi, Kenya.
Works: Nairobi: Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, Mlololongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 94007-80100, Mombasa, Miritini Area, Mombasa-Nairobi Highway","+254 20 682 4152 / 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007; Wireless Tel: 020-2320319/22, +254-709 921000, +254-717431379; Email: info@shreejichemical.com",24004663,SCL MRKN 005781,831430.0,964458.8,KES,133028.8,"[{'description': 'SALES - SODIUM SILICATE LIQUID', 'quantity': 500, 'unit_price': 0}, {'description': 'Sodium Silicate KGS', 'quantity': 27260, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 133028.8}]",P051317393N,P051317393N,LS-36679.pdf
36713,2024-10-22,KRAMW011202201016630,SHREEJI CHEMICALS LTD.,"Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. O. Box 18291-00500, Nairobi, Kenya.
Works: Nairobi: Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, Mlololongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 94007-80100, Mombasa, Miritini Area, Mombasa-Nairobi Highway
P. 0. Box 26 - 80113
Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. 0. Box 18291-500, Nairobi, Kenya.
Works: Nairobi: Wireless Tel: +254 114516736, Email: info@shreejichemical.com, Mlolongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 26-80113, Mariakani - Kaloleni Road Kadzonzo, Mariakani Kilifi County","Telephone: +254 20 682 41527/ 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007
Wireless Tel: 020-2320319/22, +254-709 921000, +254-717431379 Email: info@shreejichemical.com",,SCL MRKN 005706,823500.0,955260.0,KES,131760.0,"[{'description': 'SALES - SODIUM SILICATE LIQUID', 'quantity': 27, 'unit_price': 0}]","[{'tax_type': 'V.A.T.', 'rate': None, 'amount': 131760.0}]",P051317393N,P051317393N,LS-36713.pdf
000000,2024-10-22,KRAMW011202201016630,SHREEJI CHEMICALS LTD.,"Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. O. Box 18291-00500, Nairobi, Kenya.
Telephone: +254 20 682 4152 / 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007
Works: Nairobi: Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, Mlololongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 94007-80100, Mombasa, Miritini Area, Mombasa-Nairobi Highway","+254 20 682 4152 / 153, 0734 330033 / 0722 203281, Fax: +254 20 682 4007, 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755",00000000,SCL mak 005794,831430.0,964458.8,KES,133028.8,"[{'description': 'SALES - SODIUM SILICATE LIQUID', 'quantity': 27, 'unit_price': 831430.0}]","[{'tax_type': 'V.A.T.', 'rate': None, 'amount': 133028.8}]",P051317393N,P051317393N,LS-36715.pdf
36719,2024-10-22,KRAMWOi 1202201016630,SHREEJI CHEMICALS LTD.,"Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. O. Box 18291-00500, Nairobi, Kenya.
Telephone: +254 20 682 4152 / 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007
Works: Nairobi: Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, Mlololongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 94007-80100, Mombasa, Miritini Area, Mombasa-Nairobi Highway
P. , Box 26 - 80113
Works: Nairobi: Wireless Tel: +254 114516736, Email: info@shreejichemical.com, Mlolongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 26-80113, Mariakani - Kaloleni Road Kadzonzo, Mariakani Kilifi County
Wireless Tel: 020-2320319/22, +254-709 921000, +254-717431379 Email: info@shreejichemical.com","+254 20 682 4152 / 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007, Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, +254 114516736, Email: info@shreejichemical.com, 020-2320319/22, +254-709 921000, +254-717431379",,SCL MRKN 005701,808250.0,937570.0,KES,129320.0,"[{'description': '26.50 SALES - SODIUM SILICATE LIQUID', 'quantity': 26, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 129320.0}]",P051317393N,P051317393N,LS-36719.pdf
